node_1|node_2|edge|chunk_id
carl linnaeus|binomial nomenclature|Carl Linnaeus introduced binomial nomenclature in Systema Naturae.|aa09cc2d0b6c4e13a0ddc6205d617362
canis|latin|Canis is a Latin word that means 'dog'.|aa09cc2d0b6c4e13a0ddc6205d617362
canis|genus|In the provided text, Canis is referred to as a genus in the context of binomial nomenclature.|aa09cc2d0b6c4e13a0ddc6205d617362
domestic dog|canis|The domestic dog is listed under the genus Canis by Carl Linnaeus.|aa09cc2d0b6c4e13a0ddc6205d617362
wolf|canis|The wolf is listed under the genus Canis by Carl Linnaeus.|aa09cc2d0b6c4e13a0ddc6205d617362
golden jackal|canis|The golden jackal is listed under the genus Canis by Carl Linnaeus.|aa09cc2d0b6c4e13a0ddc6205d617362
bullet point expansion prompt|expansion from main points|The Bullet Point Expansion Prompt is used to generate a draft from main points.|aa09cc2d0b6c4e13a0ddc6205d617362
bullet point expansion prompt|rewriting text|The concept of Bullet Point Expansion Prompt is related to Rewriting text, as expanding bullet points involves rewriting text in a more detailed form.|b535de57f9c047af9ec8e70ed225335d
bullet point expansion prompt|expanding bullet points|The Bullet Point Expansion Prompt is directly related to the task of Expanding bullet points which involves elaborating on main points.|b535de57f9c047af9ec8e70ed225335d
bullet point expansion prompt|human|The Human is the one who provides a list of main points for an essay in the context of Bullet Point Expansion Prompt.|b535de57f9c047af9ec8e70ed225335d
bullet point expansion prompt|assistant|In the context of a Bullet Point Expansion Prompt, the Assistant is the entity responsible for expanding the bullet points into more detailed content.|b535de57f9c047af9ec8e70ed225335d
assistant|claude|The Assistant might ask Claude for an outline or for help in writing main points and expanding those points into more content.|b535de57f9c047af9ec8e70ed225335d
assistant|subtasks|The Assistant might break tasks into subtasks to efficiently expand bullet points, as suggested in the context.|b535de57f9c047af9ec8e70ed225335d
table of contents|rewriting text|Rewriting text is a section listed in the Table of Contents.|b535de57f9c047af9ec8e70ed225335d
table of contents|expanding bullet points|Expanding bullet points is a section listed in the Table of Contents.|b535de57f9c047af9ec8e70ed225335d
anthropic|foundation models|Anthropic provides resources related to Foundation models.|e6b8a4b5782f42e68bbf004c890f434d
anthropic|claude|Anthropic is related to Claude, which seems to be a service or tool provided by them.|e6b8a4b5782f42e68bbf004c890f434d
anthropic|prompt engineering resources|Anthropic offers guide to prompt engineering resources.|e6b8a4b5782f42e68bbf004c890f434d
claude|gpt prompts|Claude is configured with GPT prompts.|e6b8a4b5782f42e68bbf004c890f434d
claude|google sheets|Claude is compatible with Google Sheets.|e6b8a4b5782f42e68bbf004c890f434d
prompt design|constructing a prompt|Prompt design includes the process of constructing a prompt.|e6b8a4b5782f42e68bbf004c890f434d
prompt design|optimizing your prompt|Prompt design involves optimizing your prompt.|e6b8a4b5782f42e68bbf004c890f434d
useful hacks|prevent hallucinations|Useful hacks in the context of Claude mention letting it say 'I don't know' to prevent hallucinations.|e6b8a4b5782f42e68bbf004c890f434d
complex tasks|break into subtasks|Complex tasks can be more effectively addressed by breaking them into subtasks.|e6b8a4b5782f42e68bbf004c890f434d
prompt chaining|check comprehension|Prompt Chaining could be a technique used to check Claude's comprehension.|e6b8a4b5782f42e68bbf004c890f434d
content generation|roleplay dialogue|Content Generation and Roleplay Dialogue are listed as use cases for Claude.|e6b8a4b5782f42e68bbf004c890f434d
content moderation|claude|Content Moderation is listed as a use case where Claude can be utilized.|e6b8a4b5782f42e68bbf004c890f434d
troubleshooting|claude|Troubleshooting section provides solutions for issues with Claude.|e6b8a4b5782f42e68bbf004c890f434d
claude|amazon bedrock|Claude is available on a platform or service called Amazon Bedrock.|e6b8a4b5782f42e68bbf004c890f434d
claude|wrong format response|Issues with Claude can include responding in the wrong format.|e6b8a4b5782f42e68bbf004c890f434d
claude|amazon bedrock|Claude operates on Amazon Bedrock.|d6df8dfb277d41449115d289a4e2f6b8
claude|formatting request|Claude can ignore the formatting request.|d6df8dfb277d41449115d289a4e2f6b8
claude|content request|Claude may prioritize content request over formatting request.|d6df8dfb277d41449115d289a4e2f6b8
formatting request|improvement|The handling of formatting requests by Claude will improve over time.|d6df8dfb277d41449115d289a4e2f6b8
bad prompt|list response|A Bad Prompt can result in a list response even if it asks not to provide one.|d6df8dfb277d41449115d289a4e2f6b8
good prompt|sequential constraints|Specifying constraints sequentially in a Good Prompt can guide Claude to the desired format.|d6df8dfb277d41449115d289a4e2f6b8
sequentially|sequential constraints|Sequentially specifying constraints can lead to better adherence to the initial request.|d6df8dfb277d41449115d289a4e2f6b8
assistant|rewrite|The Assistant in the good prompt rewrites the list as a single paragraph upon request.|d6df8dfb277d41449115d289a4e2f6b8
claude|task contemplation|Giving Claude the opportunity to contemplate the task can be beneficial before task completion.|d6df8dfb277d41449115d289a4e2f6b8
claude|opportunity to think|Claude performs better on certain tasks when given the opportunity to think about them before completion.|ac38297dfb22460f8047ac03391320da
claude|task|Claude needs to consider the task before its completion.|ac38297dfb22460f8047ac03391320da
precognition|task|Precognition can be generated before giving Claude a task to improve its performance.|ac38297dfb22460f8047ac03391320da
precognition|claude|Precognition is a preparatory step for Claude to think about a task before completing it.|ac38297dfb22460f8047ac03391320da
model|prompt|The model's output can be improved by creating a prompt that instructs it to think carefully.|ac38297dfb22460f8047ac03391320da
prompt|rewriting text|The prompt may instruct the model to rewrite text to be more polite and formal.|ac38297dfb22460f8047ac03391320da
human|assistant|The human instructs the assistant to describe its thought process before giving an answer.|ac38297dfb22460f8047ac03391320da
assistant|output|The assistant's response to the prompt is considered the output of the task.|ac38297dfb22460f8047ac03391320da
text|politeness|The text may be evaluated and potentially rewritten to enhance its level of politeness.|ac38297dfb22460f8047ac03391320da
text shorthand|proper grammar|text shorthand was removed to use proper grammar|6d30d5bff7544a8fb49fdbaafd3e1b7a
abbreviations|complete sentences|abbreviations were expanded into complete sentences|6d30d5bff7544a8fb49fdbaafd3e1b7a
politeness|thank you|a 'thank you' was added to increase politeness|6d30d5bff7544a8fb49fdbaafd3e1b7a
formality|politeness|formality was enhanced by using polite language|6d30d5bff7544a8fb49fdbaafd3e1b7a
claude|other assistants|Claude interacts differently with other assistants than with humans|6d30d5bff7544a8fb49fdbaafd3e1b7a
claude|humans|Claude is more willing to correct or be critical with other assistants than with humans|6d30d5bff7544a8fb49fdbaafd3e1b7a
critique|voice of the human or an assistant|Claude may change its critique based on whether it is addressing a human or an assistant|6d30d5bff7544a8fb49fdbaafd3e1b7a
claude|polite behavior|Claude can be adjusted to exhibit polite behavior.|f4d007fba7094646840a0b6c1b4cc9a9
claude|helpful behavior|Claude can be adjusted to exhibit helpful behavior.|f4d007fba7094646840a0b6c1b4cc9a9
model generated response|improvement|Claude can help think of ways to improve the model generated response.|f4d007fba7094646840a0b6c1b4cc9a9
response|human voice|The response can be put in the voice of a human to request feedback on a solution.|f4d007fba7094646840a0b6c1b4cc9a9
claude|engineer|Claude can be pretentiously told that the person is an engineer working on its system to change its behavior.|f4d007fba7094646840a0b6c1b4cc9a9
explicit instructions|behaviors adjustment|Explicit instructions can be used for behaviors adjustment of Claude.|f4d007fba7094646840a0b6c1b4cc9a9
kid-friendly mode|simplified language|Kid-friendly mode involves using simplified language.|f4d007fba7094646840a0b6c1b4cc9a9
kid-friendly mode|avoiding curse words|Kid-friendly mode involves avoiding curse words.|f4d007fba7094646840a0b6c1b4cc9a9
update|system adjustment|Updates are made to adjust the system for specific modes like kid-friendly mode.|f4d007fba7094646840a0b6c1b4cc9a9
rewrite|assistant claude|Users can ask Claude for a rewrite of provided content.|f4d007fba7094646840a0b6c1b4cc9a9
ask claude|for a rewrite|The action of requesting Claude to revise or redo the content.|7ff964077ed142ce9c76e5f85357f306
give claude|the opportunity|The act of providing Claude a chance.|7ff964077ed142ce9c76e5f85357f306
claude|to think about the task|Allowing Claude to contemplate the work to be done.|7ff964077ed142ce9c76e5f85357f306
the task|before its completion|The point in time Claude should consider the task.|7ff964077ed142ce9c76e5f85357f306
switch up|the roles|The act of changing the responsibilities or positions among individuals.|7ff964077ed142ce9c76e5f85357f306
pretend|to be claude's engineer|The action of assuming the role or responsibilities of an engineer for Claude.|7ff964077ed142ce9c76e5f85357f306
anthropic|foundation models|Anthropic provides resources for Foundation models.|a06437b28b6045fcb93c8b8808a389ee
anthropic|claude|Anthropic is related to Claude as Claude is a prompt engineering resource provided by Anthropic.|a06437b28b6045fcb93c8b8808a389ee
claude|prompt engineering resources|Claude is one of the prompt engineering resources mentioned in the guide.|a06437b28b6045fcb93c8b8808a389ee
claude|gpt prompts|Claude is configured with GPT prompts as part of its setup.|a06437b28b6045fcb93c8b8808a389ee
claude|google sheets|Claude is integrated with Google Sheets for various functions.|a06437b28b6045fcb93c8b8808a389ee
prompt design|constructing a prompt|Prompt Design includes the process of Constructing a prompt.|a06437b28b6045fcb93c8b8808a389ee
prompt design|optimizing a prompt|Prompt Design involves Optimizing a prompt for better performance.|a06437b28b6045fcb93c8b8808a389ee
useful hacks|prevent hallucinations|Useful Hacks includes strategies like letting Claude say 'I don't know' to prevent hallucinations.|a06437b28b6045fcb93c8b8808a389ee
useful hacks|break complex tasks into subtasks|Useful Hacks suggest breaking complex tasks into subtasks for better handling by Claude.|a06437b28b6045fcb93c8b8808a389ee
use cases|content generation|Content Generation is a Use Case of Claude.|a06437b28b6045fcb93c8b8808a389ee
use cases|text processing|Text Processing is mentioned as a Use Case for Claude.|a06437b28b6045fcb93c8b8808a389ee
troubleshooting|claude misses nuance|Troubleshooting includes addressing issues where Claude misses nuance.|a06437b28b6045fcb93c8b8808a389ee
claude|amazon bedrock|Claude is available on Amazon Bedrock as per the context.|a06437b28b6045fcb93c8b8808a389ee
